Product_ID,Product_Name,Category,Sub_Category,Unit_Cost,Stock_Quantity,Supplier_ID,Unit_Price,Total_Units_Sold,Margin_Percentage
OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art,2.4,67,SUP-011,3.235,16,25.81
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,77.49,93,SUP-001,279.16285714285715,37,72.24
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art,0.79,41,SUP-024,2.0,11,60.5
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones,119.9,174,SUP-005,379.6922222222222,50,68.42
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,3.7,189,SUP-004,5.1322222222222225,59,27.91
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,10.77,102,SUP-018,16.35166666666667,37,34.14
OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,96.18,215,SUP-005,317.7991666666667,70,69.74
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,112.53,120,SUP-003,163.69166666666666,39,31.25
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,6.06,127,SUP-017,14.542000000000002,46,58.33
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,0.81,78,SUP-035,1.1675,26,30.62
OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,Paper,2.42,103,SUP-041,4.07,35,40.54
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,14.52,183,SUP-048,26.633333333333336,67,45.48
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,10.4,155,SUP-010,45.393750000000004,40,77.09
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,30.98,143,SUP-002,42.98428571428571,45,27.93
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,40.44,85,SUP-040,79.4925,22,49.13
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,14.65,81,SUP-050,30.276666666666667,33,51.61
TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,4.22,110,SUP-035,8.979999999999999,25,53.01
TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,11.5,75,SUP-039,13.72,17,16.18
TEC-PH-10003505,Geemarc AmpliPOWER60,Technology,Phones,40.95,175,SUP-038,60.13999999999999,69,31.91
OFF-LA-10000121,Avery 48,Office Supplies,Labels,3.91,55,SUP-026,5.46,16,28.39
OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders,15.87,260,SUP-008,29.79692307692308,74,46.74
OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders,15.87,140,SUP-045,29.79692307692308,74,46.74
OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,50.05,101,SUP-032,91.26875,37,45.16
OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,0.4,90,SUP-008,0.94375,51,57.62
OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art,1.74,73,SUP-013,3.44,21,49.42
OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art,3.89,78,SUP-036,6.996666666666667,30,44.4
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,1.35,164,SUP-032,3.0076923076923077,77,55.12
OFF-PA-10002968,Xerox 1973,Office Supplies,Paper,6.2,88,SUP-042,9.085,19,31.76
OFF-BI-10004632,GBC Binding covers,Office Supplies,Binders,52.66,216,SUP-003,120.09142857142857,77,56.15
OFF-BI-10004632,GBC Binding covers,Office Supplies,Binders,52.66,141,SUP-050,120.09142857142857,77,56.15
FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases,12.88,46,SUP-035,37.919999999999995,19,66.03
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,4.76,88,SUP-035,7.0,27,32.0
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Technology,Phones,34.42,80,SUP-001,39.4525,30,12.76
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,2.79,213,SUP-049,4.192222222222223,65,33.45
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,38.96,65,SUP-014,113.565,23,65.69
OFF-LA-10001404,Avery 517,Office Supplies,Labels,1.35,74,SUP-004,3.375,24,60.0
OFF-LA-10001474,Avery 477,Office Supplies,Labels,12.53,119,SUP-019,18.3175,30,31.6
OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,5.39,62,SUP-044,8.422,15,36.0
FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,11.73,51,SUP-020,15.426666666666668,25,23.96
TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,10.03,124,SUP-046,25.65285714285714,34,60.9
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,7.43,107,SUP-026,17.08125,42,56.5
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,1.86,87,SUP-030,2.7939999999999996,26,33.43
OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,5.26,76,SUP-042,8.365,16,37.12
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,7.9,82,SUP-022,10.99,18,28.12
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,6.25,94,SUP-041,7.6274999999999995,20,18.06
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,65.95,123,SUP-013,123.207,46,46.47
FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings,7.83,98,SUP-018,10.385714285714286,48,24.61
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,88.53,93,SUP-026,151.89,34,41.71
OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,5.37,130,SUP-014,18.834,27,71.49
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,159.04,47,SUP-040,202.91,7,21.62
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,3.96,80,SUP-001,5.54,16,28.52
OFF-LA-10000262,Avery 494,Office Supplies,Labels,1.0,78,SUP-005,3.5083333333333333,37,71.5
OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Office Supplies,Paper,2.9,93,SUP-004,16.826666666666664,19,82.77
OFF-AR-10003829,Newell 35,Office Supplies,Art,1.64,117,SUP-044,4.227777777777778,41,61.21
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,5.51,53,SUP-033,16.6675,13,66.94
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,2.56,55,SUP-004,13.293333333333335,18,80.74
OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,Storage,7.2,89,SUP-008,11.678,24,38.35
OFF-PA-10003641,Xerox 1909,Office Supplies,Paper,12.22,147,SUP-020,48.47888888888889,54,74.79
FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,43.58,52,SUP-010,84.30799999999999,14,48.31
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,4.23,64,SUP-032,12.969999999999999,23,67.39
TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones,69.94,117,SUP-038,114.23333333333332,34,38.77
TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,111.79,58,SUP-037,250.65,10,55.4
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,19.03,151,SUP-022,48.235,53,60.55
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,9.74,155,SUP-022,20.9325,66,53.47
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,1.58,66,SUP-037,3.24,15,51.23
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,48.69,126,SUP-022,105.76625,43,53.96
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,108.06,84,SUP-015,185.26,19,41.67
OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,32.0,97,SUP-011,52.498000000000005,23,39.05
OFF-AR-10000896,Newell 329,Office Supplies,Art,1.58,78,SUP-034,4.755,11,66.77
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,95.67,102,SUP-007,235.65833333333333,24,59.4
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,95.67,98,SUP-004,235.65833333333333,24,59.4
OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,9.69,78,SUP-047,14.04,31,30.98
OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,22.35,130,SUP-040,38.2975,40,41.64
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,1.33,103,SUP-010,2.2516666666666665,26,40.93
FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,18.72,103,SUP-022,60.472500000000004,43,69.04
FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,18.72,136,SUP-013,60.472500000000004,43,69.04
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,35.49,92,SUP-003,47.9375,28,25.97
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,165.87,88,SUP-050,331.35125,31,49.94
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,21.49,100,SUP-043,38.50625,20,44.19
OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,1.08,143,SUP-042,1.624,42,33.5
OFF-PA-10004888,Xerox 217,Office Supplies,Paper,2.26,130,SUP-038,3.855,47,41.37
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,64.02,84,SUP-018,127.66666666666667,13,49.85
OFF-PA-10000418,Xerox 189,Office Supplies,Paper,40.68,114,SUP-016,77.39,29,47.44
FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,47.31,115,SUP-001,75.256,43,37.13
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,26.08,63,SUP-018,36.166666666666664,13,27.89
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders,22.91,115,SUP-034,28.456,35,19.49
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,7.26,58,SUP-016,23.272,22,68.8
TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,168.36,51,SUP-024,403.6975,14,58.3
OFF-PA-10000501,Petty Cash Envelope,Office Supplies,Paper,11.08,53,SUP-027,36.33,14,69.5
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,24.37,51,SUP-014,46.4525,9,47.54
TEC-PH-10001750,Samsung Rugby III,Technology,Phones,27.31,166,SUP-019,46.794999999999995,42,41.64
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,3.39,106,SUP-037,8.076666666666666,28,58.03
OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders,11.32,76,SUP-044,25.116666666666664,25,54.93
OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,3.08,154,SUP-001,6.2011111111111115,54,50.33
OFF-PA-10001639,Xerox 203,Office Supplies,Paper,3.82,103,SUP-011,9.751666666666667,25,60.83
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,45.26,91,SUP-020,61.465,31,26.36
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,1.32,246,SUP-048,2.11,69,37.44
OFF-PA-10001712,Xerox 1948,Office Supplies,Paper,7.1,53,SUP-025,26.88,16,73.59
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,58.56,124,SUP-001,132.01,31,55.64
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,11.89,114,SUP-044,19.552500000000002,46,39.19
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,0.76,54,SUP-023,0.89,17,14.61
TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,14.61,51,SUP-025,16.64,8,12.2
OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,1.89,74,SUP-030,2.195,12,13.9
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,12.15,124,SUP-043,16.07875,42,24.43
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines,340.65,37,SUP-025,434.29,7,21.56
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,11.81,153,SUP-020,22.956153846153846,66,48.55
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,84.77,79,SUP-022,171.82999999999998,32,50.67
FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,9.83,121,SUP-018,19.196428571428573,64,48.79
FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,9.83,154,SUP-029,19.196428571428573,64,48.79
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,11.67,74,SUP-033,16.22,37,28.05
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,90.66,122,SUP-048,157.69833333333335,38,42.51
OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,2.24,77,SUP-012,3.063333333333333,25,26.88
OFF-AR-10000634,Newell 320,Office Supplies,Art,1.33,100,SUP-045,2.764285714285714,43,51.89
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,4.22,188,SUP-023,11.264375,79,62.54
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,4.22,169,SUP-022,11.264375,79,62.54
OFF-AR-10003770,Newell 340,Office Supplies,Art,2.57,63,SUP-020,5.555000000000001,8,53.74
OFF-LA-10003121,Avery 506,Office Supplies,Labels,2.63,89,SUP-002,3.69,18,28.73
OFF-PA-10002262,Xerox 192,Office Supplies,Paper,3.64,86,SUP-031,10.223333333333333,28,64.4
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,2.75,99,SUP-014,7.0325,27,60.9
OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,4.75,134,SUP-010,13.32111111111111,47,64.34
OFF-PA-10000130,Xerox 199,Office Supplies,Paper,2.45,73,SUP-033,9.175,16,73.3
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,42.45,58,SUP-026,59.0,14,28.05
OFF-FA-10003021,Staples,Office Supplies,Fasteners,1.01,83,SUP-028,3.061666666666667,25,67.01
TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,114.26,49,SUP-032,220.445,16,48.17
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,12.33,167,SUP-040,24.046666666666667,48,48.72
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,1.49,114,SUP-007,2.686,65,44.53
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,6.63,226,SUP-019,18.163636363636364,71,63.5
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,6.63,182,SUP-021,18.163636363636364,71,63.5
OFF-PA-10003823,Xerox 197,Office Supplies,Paper,30.69,52,SUP-001,61.27,11,49.91
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,11.87,132,SUP-022,14.446000000000002,32,17.83
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,94.4,88,SUP-044,142.52,25,33.76
TEC-MA-10004458,Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,49.28,39,SUP-034,56.57,7,12.89
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,3.41,124,SUP-045,9.528571428571428,38,64.21
OFF-AR-10001419,Newell 325,Office Supplies,Art,2.39,152,SUP-013,5.913333333333333,37,59.58
OFF-PA-10002586,Xerox 1970,Office Supplies,Paper,2.71,93,SUP-019,7.125,27,61.96
OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,Art,0.66,61,SUP-006,0.86,21,23.26
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,2.32,146,SUP-007,4.86,48,52.26
OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,1.41,124,SUP-037,2.12,29,33.49
OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper,0.71,86,SUP-023,1.05,18,32.38
OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,20.21,153,SUP-010,56.00555555555556,42,63.91
OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,5.29,126,SUP-018,18.374285714285715,36,71.21
OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,16.96,75,SUP-012,29.564999999999998,10,42.63
OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage,6.06,102,SUP-008,15.986666666666666,31,62.09
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,1.11,83,SUP-007,2.317142857142857,34,52.1
FUR-FU-10003981,Eldon Wave Desk Accessories,Furniture,Furnishings,0.76,79,SUP-008,1.28,28,40.62
OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,13.31,55,SUP-042,27.170000000000005,12,51.01
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,2.89,82,SUP-043,5.385,23,46.33
OFF-LA-10002195,Avery 481,Office Supplies,Labels,2.4,107,SUP-021,4.702,28,48.96
OFF-AR-10001315,Newell 310,Office Supplies,Art,0.6,122,SUP-012,1.0542857142857143,47,43.09
OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,4.58,79,SUP-012,9.905714285714286,37,53.76
OFF-AR-10001955,Newell 319,Office Supplies,Art,11.11,122,SUP-005,27.5425,35,59.66
OFF-LA-10001641,Avery 518,Office Supplies,Labels,1.95,111,SUP-040,3.5075,39,44.4
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,46.38,94,SUP-048,107.875,37,57.01
TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,5.47,162,SUP-011,7.197692307692307,71,24.0
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,4.0,103,SUP-042,11.895,44,66.37
OFF-AR-10003504,Newell 347,Office Supplies,Art,2.27,125,SUP-014,3.9200000000000004,40,42.09
OFF-EN-10003160,Pastel Pink Envelopes,Office Supplies,Envelopes,6.18,56,SUP-027,10.92,8,43.41
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,12.9,102,SUP-044,17.509999999999998,37,26.33
TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,5.44,108,SUP-017,6.456666666666667,23,15.75
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,2.18,137,SUP-033,3.3085714285714287,39,34.11
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,14.63,65,SUP-029,25.38,30,42.36
OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,21.12,84,SUP-020,35.4,22,40.34
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,1.18,148,SUP-002,1.936,37,39.05
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,4.55,41,SUP-033,10.465,12,56.52
TEC-PH-10004830,Pyle PRT45 Retro Home Telephone,Technology,Phones,17.09,33,SUP-007,20.16,10,15.23
OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,1.3,82,SUP-041,1.9575,31,33.59
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,66.38,53,SUP-032,148.122,26,55.19
OFF-PA-10000308,Xerox 1901,Office Supplies,Paper,2.53,53,SUP-049,2.82,6,10.28
OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,3.41,78,SUP-004,7.118,19,52.09
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,37.16,138,SUP-016,74.77,48,50.3
OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,0.61,179,SUP-015,1.467142857142857,50,58.42
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,8.2,151,SUP-045,16.085555555555555,52,49.02
OFF-AR-10000823,Newell 307,Office Supplies,Art,0.49,115,SUP-044,0.7133333333333333,27,31.31
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,6.41,87,SUP-027,11.162500000000001,27,42.58
OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,0.85,99,SUP-018,1.71,24,50.29
TEC-PH-10000441,VTech DS6151,Technology,Phones,50.56,165,SUP-035,125.18625,46,59.61
TEC-AC-10004855,V7 USB Numeric Keypad,Technology,Accessories,12.51,113,SUP-010,17.6725,29,29.21
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,7.6,72,SUP-038,18.83857142857143,27,59.66
OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,6.84,55,SUP-021,13.785,23,50.38
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,4.89,105,SUP-034,13.730000000000002,33,64.38
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,49.81,161,SUP-021,71.83,43,30.66
TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,9.4,132,SUP-029,12.015,38,21.76
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,153.34,160,SUP-013,322.524,72,52.46
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,153.34,236,SUP-012,322.524,72,52.46
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,1.25,113,SUP-033,1.8225,28,31.41
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,196.08,78,SUP-049,305.85333333333335,18,35.89
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,46.68,122,SUP-041,60.426,35,22.75
OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,3.36,88,SUP-007,15.794,30,78.73
TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers,280.03,70,SUP-011,1165.9733333333334,17,75.98
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,61.16,71,SUP-049,139.8,22,56.25
OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,0.71,82,SUP-023,1.6066666666666667,13,55.81
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,25.97,59,SUP-040,53.03,29,51.03
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,41.54,76,SUP-024,91.02250000000001,12,54.36
OFF-PA-10004475,Xerox 1940,Office Supplies,Paper,21.61,86,SUP-043,67.7825,18,68.12
OFF-PA-10003001,Xerox 1986,Office Supplies,Paper,2.69,78,SUP-028,4.3425,23,38.05
OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,0.57,138,SUP-001,1.0728571428571427,45,46.87
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,2.11,148,SUP-028,4.205555555555556,38,49.83
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,37.39,76,SUP-041,138.982,23,73.1
OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,3.97,144,SUP-038,6.976363636363636,58,43.09
OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners,0.9,80,SUP-014,3.3839999999999995,20,73.4
TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories,29.35,83,SUP-031,48.684,22,39.71
OFF-PA-10000167,Xerox 1925,Office Supplies,Paper,17.09,73,SUP-015,28.71,15,40.47
TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,1.72,103,SUP-001,2.5,35,31.2
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,14.31,84,SUP-030,42.864000000000004,31,66.62
TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,130.69,54,SUP-047,442.8225,14,70.49
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,16.02,66,SUP-030,22.146666666666665,21,27.66
OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,1.45,141,SUP-026,2.254,33,35.67
TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories,1.74,55,SUP-024,2.27,6,23.35
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,15.09,109,SUP-001,21.927142857142858,33,31.18
OFF-LA-10002381,Avery 497,Office Supplies,Labels,0.87,56,SUP-032,1.2550000000000001,17,30.68
OFF-FA-10001843,Staples,Office Supplies,Fasteners,2.05,88,SUP-012,5.5649999999999995,18,63.16
OFF-LA-10003077,Avery 500,Office Supplies,Labels,6.73,66,SUP-019,9.14,7,26.37
OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,1.08,94,SUP-045,2.1933333333333334,18,50.76
