Product_ID,Product_Name,Category,Sub_Category,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Cost,Warehouse_Location,Last_Restock_Date,Supplier_ID
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,51,12,30,24.37,WH-A14,2026-01-01,SUP-014
TEC-PH-10001750,Samsung Rugby III,Technology,Phones,166,41,99,27.31,WH-A06,2025-11-20,SUP-019
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,106,26,63,3.39,WH-A16,2026-01-28,SUP-037
OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders,76,19,45,11.32,WH-B03,2025-11-16,SUP-044
OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,154,38,92,3.08,WH-A06,2025-11-29,SUP-001
OFF-PA-10001639,Xerox 203,Office Supplies,Paper,103,25,61,3.82,WH-D19,2025-12-08,SUP-011
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,91,22,54,45.26,WH-B11,2025-11-28,SUP-020
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,246,61,147,1.32,WH-A10,2025-12-01,SUP-048
OFF-PA-10001712,Xerox 1948,Office Supplies,Paper,53,13,31,7.1,WH-A01,2026-01-27,SUP-025
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,124,31,74,58.56,WH-D16,2026-02-04,SUP-001
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,114,28,68,11.89,WH-B05,2026-02-08,SUP-044
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,54,13,32,0.76,WH-C06,2025-12-20,SUP-023
TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,51,12,30,14.61,WH-D05,2026-01-21,SUP-025
OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,74,18,44,1.89,WH-C10,2025-12-21,SUP-030
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,124,31,74,12.15,WH-B12,2026-01-16,SUP-043
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines,37,9,22,340.65,WH-C10,2025-12-04,SUP-025
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,153,38,91,11.81,WH-B15,2026-01-01,SUP-020
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,79,19,47,84.77,WH-D08,2025-12-15,SUP-022
FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,121,30,72,9.83,WH-C02,2025-12-03,SUP-018
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,74,18,44,11.67,WH-A20,2025-11-19,SUP-033
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,122,30,73,90.66,WH-B12,2026-01-11,SUP-048
OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,77,19,46,2.24,WH-C15,2026-02-04,SUP-012
OFF-AR-10000634,Newell 320,Office Supplies,Art,100,25,60,1.33,WH-C05,2025-12-31,SUP-045
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,188,47,112,4.22,WH-C05,2025-12-01,SUP-023
OFF-AR-10003770,Newell 340,Office Supplies,Art,63,15,37,2.57,WH-A13,2026-01-27,SUP-020
OFF-LA-10003121,Avery 506,Office Supplies,Labels,89,22,53,2.63,WH-B15,2025-12-18,SUP-002
OFF-PA-10002262,Xerox 192,Office Supplies,Paper,86,21,51,3.64,WH-B17,2025-12-06,SUP-031
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,99,24,59,2.75,WH-A01,2025-12-15,SUP-014
OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,134,33,80,4.75,WH-B09,2026-01-01,SUP-010
OFF-PA-10000130,Xerox 199,Office Supplies,Paper,73,18,43,2.45,WH-D06,2026-01-22,SUP-033
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,58,14,34,42.45,WH-C19,2026-02-06,SUP-026
OFF-FA-10003021,Staples,Office Supplies,Fasteners,83,20,49,1.01,WH-A04,2026-01-30,SUP-028
TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,49,12,29,114.26,WH-D04,2025-12-29,SUP-032
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,167,41,100,12.33,WH-C16,2026-01-06,SUP-040
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,114,28,68,1.49,WH-C07,2025-12-07,SUP-007
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,226,56,135,6.63,WH-A01,2026-01-12,SUP-019
OFF-PA-10003823,Xerox 197,Office Supplies,Paper,52,13,31,30.69,WH-C05,2025-11-26,SUP-001
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,132,33,79,11.87,WH-C06,2026-02-10,SUP-022
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,88,22,52,94.4,WH-C02,2025-11-29,SUP-044
TEC-MA-10004458,Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,39,9,23,49.28,WH-B07,2026-01-19,SUP-034
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,124,31,74,3.41,WH-C04,2025-11-14,SUP-045
OFF-AR-10001419,Newell 325,Office Supplies,Art,152,38,91,2.39,WH-A08,2026-02-04,SUP-013
OFF-PA-10002586,Xerox 1970,Office Supplies,Paper,93,23,55,2.71,WH-A03,2026-01-09,SUP-019
OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,Art,61,15,36,0.66,WH-B08,2025-11-30,SUP-006
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,146,36,87,2.32,WH-B04,2026-01-25,SUP-007
OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,124,31,74,1.41,WH-B12,2025-12-15,SUP-037
OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper,86,21,51,0.71,WH-B16,2026-01-26,SUP-023
OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,153,38,91,20.21,WH-C13,2026-02-05,SUP-010
OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,126,31,75,5.29,WH-B05,2026-01-13,SUP-018
OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,75,18,45,16.96,WH-A14,2026-01-18,SUP-012
OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage,102,25,61,6.06,WH-A05,2025-11-17,SUP-008
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,83,20,49,1.11,WH-B06,2026-02-10,SUP-007
FUR-FU-10003981,Eldon Wave Desk Accessories,Furniture,Furnishings,79,19,47,0.76,WH-C17,2025-12-07,SUP-008
OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,55,13,33,13.31,WH-B13,2025-12-05,SUP-042
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,82,20,49,2.89,WH-D01,2026-02-04,SUP-043
OFF-LA-10002195,Avery 481,Office Supplies,Labels,107,26,64,2.4,WH-D08,2026-01-08,SUP-021
OFF-AR-10001315,Newell 310,Office Supplies,Art,122,30,73,0.6,WH-B17,2026-01-28,SUP-012
OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,79,19,47,4.58,WH-A11,2026-01-14,SUP-012
OFF-AR-10001955,Newell 319,Office Supplies,Art,122,30,73,11.11,WH-C15,2025-12-23,SUP-005
OFF-LA-10001641,Avery 518,Office Supplies,Labels,111,27,66,1.95,WH-A19,2025-12-18,SUP-040
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,94,23,56,46.38,WH-D09,2025-11-30,SUP-048
TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,162,40,97,5.47,WH-B15,2025-12-29,SUP-011
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,103,25,61,4.0,WH-D14,2026-01-04,SUP-042
OFF-AR-10003504,Newell 347,Office Supplies,Art,125,31,75,2.27,WH-A04,2025-11-22,SUP-014
OFF-EN-10003160,Pastel Pink Envelopes,Office Supplies,Envelopes,56,14,33,6.18,WH-D15,2025-11-21,SUP-027
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,102,25,61,12.9,WH-A02,2026-01-02,SUP-044
TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,108,27,64,5.44,WH-A16,2025-12-23,SUP-017
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,137,34,82,2.18,WH-D01,2025-11-30,SUP-033
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,65,16,39,14.63,WH-B06,2025-12-08,SUP-029
OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,84,21,50,21.12,WH-D04,2025-12-17,SUP-020
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,148,37,88,1.18,WH-C06,2025-12-10,SUP-002
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,41,10,24,4.55,WH-A19,2026-01-07,SUP-033
TEC-PH-10004830,Pyle PRT45 Retro Home Telephone,Technology,Phones,33,8,19,17.09,WH-C12,2025-11-22,SUP-007
OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,82,20,49,1.3,WH-C20,2026-01-12,SUP-041
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,53,13,31,66.38,WH-D03,2025-12-07,SUP-032
OFF-PA-10000308,Xerox 1901,Office Supplies,Paper,53,13,31,2.53,WH-B08,2025-12-30,SUP-049
OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,78,19,46,3.41,WH-C12,2026-01-15,SUP-004
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,138,34,82,37.16,WH-A01,2025-12-15,SUP-016
OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,179,44,107,0.61,WH-B14,2025-12-15,SUP-015
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,151,37,90,8.2,WH-C13,2026-01-28,SUP-045
OFF-AR-10000823,Newell 307,Office Supplies,Art,115,28,69,0.49,WH-C03,2025-12-11,SUP-044
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,87,21,52,6.41,WH-C10,2025-12-06,SUP-027
OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,99,24,59,0.85,WH-A11,2026-01-08,SUP-018
TEC-PH-10000441,VTech DS6151,Technology,Phones,165,41,99,50.56,WH-D05,2025-12-09,SUP-035
TEC-AC-10004855,V7 USB Numeric Keypad,Technology,Accessories,113,28,67,12.51,WH-A03,2026-01-03,SUP-010
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,72,18,43,7.6,WH-B10,2026-01-09,SUP-038
OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,55,13,33,6.84,WH-A16,2026-01-22,SUP-021
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,105,26,63,4.89,WH-B19,2026-01-07,SUP-034
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,161,40,96,49.81,WH-D04,2025-11-15,SUP-021
TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,132,33,79,9.4,WH-A12,2025-11-19,SUP-029
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,236,59,141,153.34,WH-D06,2025-12-12,SUP-012
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,113,28,67,1.25,WH-D09,2026-01-28,SUP-033
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,78,19,46,196.08,WH-C09,2026-02-09,SUP-049
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,122,30,73,46.68,WH-D16,2025-12-18,SUP-041
OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,88,22,52,3.36,WH-D13,2025-12-04,SUP-007
TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers,70,17,42,280.03,WH-A10,2025-11-28,SUP-011
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,71,17,42,61.16,WH-A06,2026-01-31,SUP-049
OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,82,20,49,0.71,WH-D04,2025-12-28,SUP-023
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,59,14,35,25.97,WH-C18,2025-11-17,SUP-040
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,76,19,45,41.54,WH-C07,2026-01-02,SUP-024
OFF-PA-10004475,Xerox 1940,Office Supplies,Paper,86,21,51,21.61,WH-D19,2025-11-30,SUP-043
OFF-PA-10003001,Xerox 1986,Office Supplies,Paper,78,19,46,2.69,WH-B10,2026-01-21,SUP-028
OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,138,34,82,0.57,WH-A19,2025-12-28,SUP-001
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,148,37,88,2.11,WH-C08,2026-01-30,SUP-028
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,76,19,45,37.39,WH-D06,2025-12-03,SUP-041
OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,144,36,86,3.97,WH-B10,2026-01-05,SUP-038
OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners,80,20,48,0.9,WH-D12,2025-12-15,SUP-014
TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories,83,20,49,29.35,WH-A16,2026-01-19,SUP-031
OFF-PA-10000167,Xerox 1925,Office Supplies,Paper,73,18,43,17.09,WH-C11,2026-02-03,SUP-015
TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,103,25,61,1.72,WH-D02,2025-11-21,SUP-001
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,84,21,50,14.31,WH-D15,2025-11-27,SUP-030
TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,54,13,32,130.69,WH-C05,2026-01-09,SUP-047
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,66,16,39,16.02,WH-C10,2026-01-23,SUP-030
OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,141,35,84,1.45,WH-A11,2025-12-31,SUP-026
TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories,55,13,33,1.74,WH-D04,2025-12-12,SUP-024
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,109,27,65,15.09,WH-A19,2025-11-14,SUP-001
OFF-LA-10002381,Avery 497,Office Supplies,Labels,56,14,33,0.87,WH-D03,2025-11-21,SUP-032
OFF-FA-10001843,Staples,Office Supplies,Fasteners,88,22,52,2.05,WH-D20,2025-12-27,SUP-012
OFF-LA-10003077,Avery 500,Office Supplies,Labels,66,16,39,6.73,WH-B06,2025-12-13,SUP-019
OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,94,23,56,1.08,WH-C11,2026-01-13,SUP-045
OFF-PA-10004405,Rediform Voice Mail Log Books,Office Supplies,Paper,46,11,27,2.16,WH-D04,2025-12-15,SUP-035
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,78,19,46,55.55,WH-B13,2026-01-03,SUP-006
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,185,46,111,2.73,WH-C01,2026-01-19,SUP-037
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Technology,Accessories,80,20,48,34.99,WH-A15,2026-01-04,SUP-034
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,61,15,36,58.8,WH-A16,2026-01-09,SUP-022
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,107,26,64,59.89,WH-A12,2025-12-20,SUP-042
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,87,21,52,0.23,WH-D15,2026-01-25,SUP-001
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,62,15,37,24.69,WH-C19,2026-01-29,SUP-017
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,127,31,76,73.61,WH-B12,2026-02-04,SUP-026
OFF-PA-10001457,White GlueTop Scratch Pads,Office Supplies,Paper,71,17,42,8.77,WH-B06,2026-01-26,SUP-011
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances,132,33,79,4.6,WH-D09,2025-12-29,SUP-025
TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,91,22,54,18.16,WH-C18,2025-12-03,SUP-038
OFF-PA-10004355,Xerox 231,Office Supplies,Paper,108,27,64,1.85,WH-A18,2026-01-26,SUP-017
OFF-PA-10004947,Easy-staple paper,Office Supplies,Paper,111,27,66,1.63,WH-C12,2025-12-09,SUP-007
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,153,38,91,37.4,WH-B10,2025-11-21,SUP-016
OFF-PA-10003893,Xerox 1962,Office Supplies,Paper,108,27,64,2.12,WH-B20,2026-01-07,SUP-021
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,124,31,74,117.53,WH-A20,2025-11-18,SUP-013
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,49,12,29,88.91,WH-B13,2026-01-07,SUP-002
OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,49,12,29,6.1,WH-B15,2025-12-17,SUP-048
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,96,24,57,40.35,WH-D20,2026-01-12,SUP-030
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,120,30,72,5.18,WH-C17,2025-11-28,SUP-050
OFF-LA-10002034,Avery 478,Office Supplies,Labels,71,17,42,3.82,WH-A05,2025-12-30,SUP-014
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,134,33,80,3.75,WH-C04,2026-01-05,SUP-007
OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,44,11,26,42.18,WH-D18,2026-02-01,SUP-028
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art,84,21,50,1.47,WH-C04,2025-12-27,SUP-027
OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,137,34,82,25.97,WH-B15,2025-12-02,SUP-013
OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,111,27,66,1.62,WH-D18,2025-11-24,SUP-008
TEC-PH-10001615,AT&T CL82213,Technology,Phones,97,24,58,9.76,WH-B08,2026-01-25,SUP-029
TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,Technology,Accessories,76,19,45,34.88,WH-B07,2025-12-14,SUP-027
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,107,26,64,194.97,WH-A13,2025-12-27,SUP-014
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,89,22,53,2.6,WH-C01,2025-12-07,SUP-048
TEC-PH-10000455,GE 30522EE2,Technology,Phones,75,18,45,90.56,WH-C08,2025-12-24,SUP-037
OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,79,19,47,3.75,WH-A20,2025-11-27,SUP-031
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories,120,30,72,27.02,WH-C08,2026-01-24,SUP-004
TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones,125,31,75,6.56,WH-B10,2026-01-02,SUP-045
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings,56,14,33,5.07,WH-D18,2026-02-01,SUP-029
OFF-PA-10000595,Xerox 1929,Office Supplies,Paper,102,25,61,9.9,WH-B13,2025-11-27,SUP-028
OFF-LA-10000443,Avery 501,Office Supplies,Labels,155,38,93,0.79,WH-A03,2026-01-28,SUP-034
OFF-LA-10001771,Avery 513,Office Supplies,Labels,73,18,43,2.78,WH-C08,2025-12-10,SUP-049
OFF-AP-10001394,Harmony Air Purifier,Office Supplies,Appliances,79,19,47,35.19,WH-B15,2025-12-27,SUP-021
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,40,10,24,15.06,WH-B17,2026-01-09,SUP-020
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,59,14,35,12.62,WH-B01,2025-11-20,SUP-020
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,107,26,64,23.3,WH-C16,2025-11-20,SUP-022
OFF-PA-10000809,Xerox 206,Office Supplies,Paper,87,21,52,1.75,WH-A15,2025-11-21,SUP-031
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,75,18,45,11.96,WH-D12,2026-02-01,SUP-032
TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,109,27,65,156.66,WH-C03,2026-01-13,SUP-030
TEC-PH-10002885,Apple iPhone 5,Technology,Phones,123,30,73,220.26,WH-C09,2025-12-12,SUP-021
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones,186,46,111,88.56,WH-B13,2026-01-16,SUP-043
TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines,70,17,42,333.79,WH-A10,2025-11-17,SUP-042
OFF-PA-10003729,Xerox 1998,Office Supplies,Paper,65,16,39,3.65,WH-C15,2026-01-10,SUP-050
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,110,27,66,39.53,WH-A20,2026-01-14,SUP-003
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,138,34,82,72.93,WH-B14,2026-01-02,SUP-034
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,59,14,35,40.99,WH-C08,2026-01-21,SUP-049
FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,152,38,91,7.8,WH-A15,2026-01-09,SUP-048
OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,106,26,63,9.21,WH-D04,2025-11-22,SUP-001
OFF-PA-10000528,Xerox 1981,Office Supplies,Paper,99,24,59,2.1,WH-C01,2026-01-29,SUP-009
OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper,65,16,39,24.25,WH-B12,2026-01-19,SUP-020
OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art,94,23,56,3.16,WH-B01,2025-12-01,SUP-035
OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,117,29,70,12.9,WH-D12,2026-02-01,SUP-038
TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,Technology,Phones,69,17,41,35.35,WH-B18,2026-01-20,SUP-007
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,64,16,38,35.77,WH-D14,2025-12-24,SUP-015
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,31,7,18,4.81,WH-D10,2025-11-23,SUP-022
TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,51,12,30,162.32,WH-A10,2025-12-29,SUP-044
OFF-PA-10003309,Xerox 211,Office Supplies,Paper,81,20,48,3.28,WH-C03,2026-02-01,SUP-048
OFF-ST-10002554,Tennsco Industrial Shelving,Office Supplies,Storage,132,33,79,14.99,WH-B12,2025-12-27,SUP-009
OFF-AR-10002067,Newell 334,Office Supplies,Art,133,33,79,11.02,WH-D19,2026-01-29,SUP-020
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,62,15,37,51.56,WH-C13,2025-12-26,SUP-048
FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,50,12,30,19.34,WH-C01,2026-02-04,SUP-031
OFF-EN-10002621,Staple envelope,Office Supplies,Envelopes,59,14,35,2.55,WH-A09,2025-11-30,SUP-035
OFF-LA-10003714,Avery 510,Office Supplies,Labels,86,21,51,0.96,WH-B14,2026-01-14,SUP-030
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,137,34,82,5.31,WH-B05,2026-02-09,SUP-001
OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,38,9,22,1.24,WH-C07,2026-01-27,SUP-009
OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,97,24,58,15.12,WH-C11,2026-02-09,SUP-003
OFF-AR-10001446,Newell 309,Office Supplies,Art,116,29,69,5.85,WH-A02,2026-01-19,SUP-022
OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,146,36,87,232.35,WH-A18,2025-11-16,SUP-021
OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes,17,4,10,17.94,WH-B13,2025-12-27,SUP-038
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,58,14,34,139.87,WH-B17,2025-12-18,SUP-037
TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,66,16,39,2.78,WH-D06,2026-01-05,SUP-028
FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,48,12,28,126.53,WH-A05,2025-11-17,SUP-047
